29.284013889 120.005266667 32VOR
29.413166667 120.056375 50VOR
29.1634 119.944125 CD02
29.5304 120.094847222 CD20
29.158213889 119.962141667 CI02
29.562244444 120.071630556 D014N
29.426652778 120.048963889 D015F
29.538255556 120.149777778 D032N
29.476325 120.206036111 D052M
29.399152778 120.210863889 D074J
29.425877778 120.301947222 D074O
29.316552778 120.103772222 D113D
29.142022222 119.933305556 D209M
29.1484 119.918372222 D213M
29.242627778 119.875422222 D240J
29.157058333 119.736469444 D240S
29.453088889 119.882633333 D316J
29.455097222 119.873338889 D316K
29.516386111 119.798761111 D316P
29.559144444 119.970316667 D352N
29.221422222 119.973516667 FD02
29.454922222 120.070066667 FD20
29.218516667 119.984802778 FI02
29.309966667 120.018441667 MD02
29.381047222 120.04585 MD20
29.217777778 119.984444444 YW202
29.152777778 119.731944444 YW206
29.512777778 119.799166667 YW208
29.3825 120.175833333 YW209
29.434166667 120.075 YW220
29.412777778 119.927777778 YW307
29.229722222 119.859166667 YW308
29.341111111 119.918055556 YW310
