I
1000 Generated by WorldEditor 2.4.0r2

1      0 0 0 ZSYW Yiwu
100 40.00 1 1 0.00 1 2 1  02  29.32979500  120.02665900 0 55 3 9 0 0 20  29.35556700  120.03638500 0 55 2 7 0 0
110 2 0.00 0.0 Terminal,South Hangar
111  29.33324693  120.02625922
111  29.33373049  120.02640472
111  29.33712301  120.02771448
111  29.33808278  120.02805615
112  29.33898708  120.02838295  29.33918729  120.02846718
111  29.33958535  120.02868405
111  29.34037492  120.02895638
112  29.34105534  120.02915851  29.34159347  120.02934749
111  29.34194679  120.02956867
111  29.34266868  120.02986592
112  29.34291469  120.02988869  29.34304957  120.02993111
111  29.34327684  120.03001908
111  29.34358498  120.03015182
111  29.34384403  120.03027201
111  29.34435346  120.03057266
111  29.34469709  120.03067514
111  29.34466034  120.03081705
111  29.34510812  120.03099613
111  29.34517857  120.03102423
111  29.34549149  120.03115247
111  29.34561228  120.03077654
111  29.34549867  120.03073892
111  29.34553684  120.03063005
111  29.34557251  120.03053480
111  29.34563001  120.03036224
111  29.34594164  120.03049594
111  29.34597696  120.03039237
111  29.34612902  120.03045250
111  29.34620040  120.03024841
111  29.34609434  120.03020296
111  29.34614140  120.03002584
111  29.34568607  120.02985296
111  29.34585244  120.02932147
111  29.34499946  120.02898493
111  29.34528051  120.02803853
111  29.34225742  120.02690199
111  29.34204674  120.02761291
111  29.34164668  120.02746945
111  29.34173634  120.02710605
111  29.34167892  120.02708647
111  29.34163685  120.02718236
111  29.34076448  120.02687959
112  29.34069510  120.02707962  29.34067182  120.02713029
112  29.34058876  120.02717618  29.34056014  120.02720126
111  29.34058876  120.02717618
112  29.34058876  120.02717618  29.34053151  120.02722634
111  29.34051431  120.02727707
111  29.34046980  120.02742757
111  29.34035641  120.02780253
111  29.34033573  120.02786803
111  29.34041305  120.02802630
111  29.34037096  120.02819902
111  29.34030370  120.02820798
111  29.34025207  120.02827668
112  29.34018766  120.02834059  29.34014573  120.02835980
111  29.34011397  120.02834599
111  29.33759393  120.02739657
111  29.33749078  120.02735276
111  29.33436928  120.02617399
111  29.33393654  120.02599799
111  29.33232526  120.02539351
112  29.33224918  120.02535555  29.33222956  120.02533207
112  29.33222563  120.02523776  29.33222328  120.02519007
111  29.33224769  120.02512911
